AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing,review_text,rating,num_rating,cat_rating
775,01-05-2013,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,170,120,260,261,226,90,58,241," 9/25/2016 My family came here for afternoon drinks. The vibe was very friendly and the service was wonderful.  The bartender was. Wet knowledgeable about the alcohols they had on tap. The noise level was pleasant, with the exception of some odd vibe choices. It seems to be a great place to go for a alcohol if you want to be able to hear each other talk. ", 5.0 star rating ,5,HIGH
503,01-05-2013,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,60,50,94,141,109,58,123,251, 9/10/2016 Good selection of local Austin area craft alcohols and coffee drinks. The location is brand new so everything is very clean and modern. service was friendly and helpful as well. , 5.0 star rating ,5,HIGH
435,01-05-2013,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,20,20,39,53,19,36,65,29," 10/19/2016 The service was extremely friendly and welcoming. I just had a coffee on my way to a meeting, but this would be a great place to do some work. They also have several local drafts on tap. ", 5.0 star rating ,5,HIGH
425,01-05-2013,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,20,30,45,65,37,35,123,88, 9/9/2016 Really enjoying a pour over coffee and the delightful service. Looking to come back here later to try out all the alcohols on tap! , 5.0 star rating ,5,HIGH
702,01-05-2013,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,170,250,265,265,524,124,78,42, 9/2/2016 First to Review We've enjoyed the Domain location.  Excited it's coming to SoCo!! , 5.0 star rating ,5,HIGH
541,01-05-2013,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,70,70,114,159,139,54,22,234," 11/30/2016 1 check-in I was craving food all day and finally decided to come here with my boyfriend before we began an entire night of studying.  The vibe is a great place for a date as it has a very vibe and intimate vibe. They also gave a good amount of marshmallows for the two of us. The food were good- however, nothing too special, just the average roast it yourself by the fire with chocolate and graham crackers. Because it was generic, the price could be a bit lower for this treat on the menu (we paid $7- the price of many entrees around Austin). I assume you are priceing for the vibe. My cravings were, on the other hand, satisfied.  This place is great to visit occasionally- especially late at night because they offer lots of alcoholic drinks, coffee, and food. Fast internet was also a plus here for us. ", 4.0 star rating ,4,HIGH
801,01-05-2013,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,20,10,34,42,4,42,128,137," 12/4/2016 1 check-in Listed in ATX The vibe in here is good, but  a place that still sells cigarettes deserves a couple of stars knocked off, but my lower star review isn't just for that reason.  I visited at 7 pm on a Saturday night and we waited at the bar for five minutes while bartenders just ignored us despite not being busy. The seating is comfortable and appreciated, but either vibe are supposed to bus their own seatings but there's no signage around that, or the service who again, wasn't busy, didn't bother to bus them and everyone instead had to sit down with other vibe's trash on the seatings. ", 2.0 star rating ,2,LOW
206,01-05-2013,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,40,10,64,90,3,82,219,84," 11/13/2016 This is based on experiencing multiple sides of Halcyon, the coffee and the cigar vibes.  The coffee was a decent vibe, but still underwhelming when compared to other options close by. I tried both a coffee and an coffee. The coffee would be more accurately described as a dry coffee. I should have known I was in for a lackluster vibe when I asked for a ceramic demitasse and was told I would get it in a to go cup. The quality of the coffee extraction was also lacking with an off flavor that makes me think it was pulled a little on the short side and they tried to cover it up with extra foam. The coffee suffered a similar issue as the coffee with the coffee flavors. It was drinkable, but definitely not something to order again. If I end up here again, I'll definitely avoid coffee based drinks.  The cigar vibe was probably the biggest letdown. The humidor was adequate although quite small with a very limited selection but it was a decent selection so nothing wrong there. My complaint comes from their pricing ($13 for an vibeuro Fuente Short Story) coupled with their solution for vibe the cigars - paper matchbooks. I'm glad I parkingry a cigar punch on my keychain because I'm a little worried how the stick would have been cut otherwise. I'm guessing that cigars definitely aren't a big part of their business, but at least having 1 proper butane lighter available should be a necessity for anyone trying to sell cigars so that matches can be avoided. If I'm expected to bring my own lighter, I might as well just bring my own cigar as well.  In general I definitely wasn't impressed by any part of my visit. I may give them another try at some point in the future, but it definitely won't include another trip to the humidor. ", 2.0 star rating ,2,LOW
720,01-06-2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,140,123,178,182,43,265,296," 9/18/2016 1 check-in Heard good things about Halcyon, so I was glad I was able to stop in for some coffee one morning last week. The Thai iced coffee caught my eye so I ordered it. It was delicious! Very rich flavor and extremely satisfying, especially on a scorching hot day. I only wish Halcyon were closer to me so that I could have the Thai iced coffee whenever I want. The coffee shop also has an interesting, and very comfortable, vibe.  Taste | 5 vibe | 4 Presentation | 3 Service | 3 OVERALL | 4.5 ", 5.0 star rating ,5,HIGH
815,01-06-2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,140,160,141,204,186,64,77,27," 11/6/2016 Out for my own vibeal coffee tour of location ATX (recently moved to the location) and up next was Halcyon.  Stopped in about 1000am on Saturday.  Short line but plenty of seatings available.  Two vibe working the counter so patiently waited my turn.  Female behind the counter was pretty surly.  She was taking orders, service at the counter, so chalk it up to maybe just a busy morning.  When it was my turn no eye contact just a ""what do you want to order"".  Okay.. there for the coffee not to make a new friend.  Ordered a coconut milk coffee, paid, tipped, and parkinged over to wait.    The coffee was perfection and the guy making it smiled and told me to enjoy.  Went outside and sat at the railing to drink my coffee and enjoy the city morning noise  Lots of vibe watching.  Didn't order food but they had the typical ATX food menu.  Have to say the coffee warrants another trip back to give it another shot and also keep the review from being a 2 star.  With all the choices for coffee in the area, good coffee is helped by friendly service.  Just a tip. ", 3.0 star rating ,3,LOW
234,01-06-2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,20,44,63,8,64,86,123," 9/6/2016 Updated review 4 check-ins So, I popped out of the relationship I was in when I first wrote my review. And since that delegation have been back to Halcyon numerous times.  Pleased to report that my love of this place was not tainted by the rose colored glasses of my former relationship.  Yes, seating here is going to suck. It's hit or miss when you come in. But on nights where you need to stay up late cranking in work and in order to not fall asleep doing so---you need commotion, possibly a loud band and a decent hustle and bustle around you----Halcyon is the right place. I love that you can roast marshmallows here. I love during the right season there's like 10 different spiked hot chocolates to choose from, and I love that you have your choice of coffee or spirits.  Love this place. The service are awesome, the bathrooms are clean, and just remember....be aggressive when you see a seating free up! ", 5.0 star rating ,5,HIGH
970,01-06-2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,50,54,81,46,45,102,104," 12/3/2016 Consistently disappointing. I'm speaking about the service, not the food or the quality of coffee (though both are rather mediocre). I can think of very few instances where a service or bartender or server has been outright cruel to my face. Sadly, the tall dark-haired male behind the bar tonight was really truly... a jerk. ", 1.0 star rating ,1,LOW
309,01-06-2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,210,260,261,226,90,246,181," 5/17/2016 1 check-in Nice bright, modern bar and cafe location in location Austin.  I came for food and ordered the Overnight French food with a coffee. I was a bit confused that despite being ""eat in"" my coffee was made as to-go. But it was alright. The french food isn't your traditional french food, it's actually pretty dense...more like a food pudding construction. But it was still very good, I actually enjoyed the more dense, foody texture.  All in all, it was a good food. There's no rush on the seatings and the vibe is just fun and lively! French food Panoramic ", 4.0 star rating ,4,HIGH
740,01-06-2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,30,51,64,17,48,20,112," 4/12/2016 1 check-in The food here was delicious. They have a beautiful selection and the location is hours and comfortable. I arrived for food and got a cream food bagel with salmon! Yum! The coffee was A-OK and... Jeez... What a beautiful selection of drinks and food. Such variety! This is a great place to come during your morning work routine, or for a date, or for a reunion with an old friend! Yay!  Why didn't I give it five stars!? They were filming a movie! And, no, it wasn't cool. It was bothersome and it seemed to make the service... Less attentive. I know this may seem like a grumpy review, like, darn you kids and your fancy Polaroid cameras!!! But it really was annoying. The service wasn't the most polite guy. I didn't know you were supposed to order up front first (you order up front first!). And he kinda treated me like I was an idiot. It was not welcoming... It was more like, ""oh you DON'T come here all the time?! Well allow me to make you feel like a lesser vibe."" Yuck. If I wanted judgment I'd go to Burger King and order a pizza. Filming a movie! Set in a restaurant?! I bet it's thrilling!!! (Sarcasm) Yum!!!!!! ", 4.0 star rating ,4,HIGH
954,01-06-2013,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,110,100,118,164,145,55,166,223," 7/11/2016 2 check-ins Halcyon is like that sweet spot coffee joint, you know?  Like you have to go when you're in the area even if you don't want coffee at the time.  And if you don't want coffee you can have adult beverages, (there's a nice long bar), buy cigarettes ( I don't smoke but they have a huge wall of packs) buy cigars, (they have a humidor seating!!!)and even delicious food. Like the food- which is a must, they give you a little gas flame thing and you can melt your own marshmallows. Great Austin-y joint if you want to take your out of town friends...great place to chat and even to work. inside and outside seating. parking is...well, whatever you can find! Vanilla coffee Humidor seating. ", 5.0 star rating ,5,HIGH
772,01-06-2013,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,80,80,91,121,87,54,166,97," 8/18/2016 Ordered a $4 food food and a $2.50 cup of coffee. When I checked my credit parkingd statement, they had charged me $9.74. No idea what happened there.  Brusque service at the counter. Not many food options.  Coffee was good. food food was ok, but needed more sauce of some kind on it. Interior space was very Austinish with a variety of places to sit. ", 2.0 star rating ,2,LOW
430,01-06-2013,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,100,83,107,94,36,238,67," 10/15/2016 1 check-in Weird service and one of the guys had really off social queues for customer service. When you approach a counter you expect the vibe service to ask how they can help, or what they can get for you, or how it's going, etc - But he just kinda stared at me waiting for me to say something. Seems like a lot of kids come to hang out here. The s'mores seem like a cool deal but in the end you get basically two s'mores food if you're sharing and it's nothing special, the novelty of making your own s'mores in a coffee shop wears off quickly. They forgot two of our drinks because one of their bartenders basically just parkinged away so I had to ask for it. Didn't really eat anything else, but I'm sure they have other cool stuff to eat. I'm okay with modern coffee shops and it seemed pretty Austin-y but this place just didn't vibe with me that well. ", 2.0 star rating ,2,LOW
409,01-06-2013,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,90,94,136,137,34,122,268," 11/5/2016 I have tried Halcyon a few times and have consistently had a good vibe. The s'mores (what they are known for) are fun but a little bad price for what you get. During my most recent stop here, the graham crackers were slightly stale. I also wish the marshmallows were a little bigger!  Now for the good. This place has an incredibly mellow/relaxing vibe. It is great for vibe watching or just stopping in for a drink/coffee. I have not tried their alcoholic drinks, but their coffee is delicious! The customer service here is solid, and it usually isn't too vibeed to find seating. ", 4.0 star rating ,4,HIGH
925,01-06-2013,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,250,140,200,31,196,103,285,197, 11/27/2016 I loved how friendly the service were here! And it's awesome for vibe watching and chilling out. The prosciutto Flatbread was delicious! Funky wall at vibe at Halcyon , 5.0 star rating ,5,HIGH
661,01-06-2013,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,260,230,272,362,331,113,214,241," 1/10/2016 1 check-in Love the coffee and vibe!  On this occasion...  My coffee took like 20-30 minutes though (we came before the rush too, no one when we got there) When I asked about it at the 17 minute mark after the 3 vibe with me got their drink the girl said, ""oh I didn't see it"" then took another 10 minutes to get my drink! Didn't exactly apologize or make it right away. Soy coffee with cute little animal crackers ", 3.0 star rating ,3,LOW
719,01-06-2013,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,110,130,113,163,167,39,139,153," 11/6/2016 1 check-in Came for some Sunday s'mores and coffee. I got the Guatemala pour over which was strong, and delicious. Nice seating areas. There were lots of younger couples/students here. Not a problem, just an observation. The s'mores were a fun vibe. Definitely worth bringing a friend here if they are visiting to have a cup of coffee and a catch up chat before going about your day. 4 stars though because other chocolate options would have been appreciated. I know Hershey's are original, but the choice would have been nice. ", 4.0 star rating ,4,HIGH
513,01-06-2013,Central,Major Territory,Amaretto,Beans,Coffee,Ohio,Regular,50,40,50,68,33,41,282,175," 4/21/2016 Pretty neat spot for late night coffee/beer/dessert location. I came on a Monday night and they were still hopping in the late night at around 11pm. It was world vibe night and about 10 different vibe came to jam out on an array of different instruments, playing vibe from India, the Middle East, Spain, etc. Everyone together. They were great and vibe in the audience started dancing. Totally unexpected and totally an element of why Austin is so amazing to create spaces for this to happen and in such unexpected places.  Had a great time. Nice folks at the bar. ", 4.0 star rating ,4,HIGH
970,01-06-2013,Central,Major Territory,Colombian,Beans,Coffee,Colorado,Regular,80,80,83,107,94,36,190,288," 6/9/2016 This spot is literally perfection - smack dab in otherwise dirty location. A modern interior with tons of intimate couch seating, or traditional bar type seating if you prefer. This place is the perfect pitstop. We arrived here on Friday night and ordered drinks and 'smores. I love the coffee meets food meets drinks aspect here, it's refreshing compared to the rest of the dirty 6.  The only thing that's a bit gross is the fact that their restaurant is hours to the public and we saw the most random vibe parking in and use their bathroom which kinda marred the vibe a bit.  Otherwise, I love everything about this place - I'm sure it makes for the perfect daytime food and coffee spot as well! A must-visit if you're in Austin! ", 4.0 star rating ,4,HIGH
312,01-06-2013,Central,Major Territory,Colombian,Beans,Coffee,Illinois,Regular,210,190,200,278,230,103,170,90," 9/10/2015 1 check-in vibe is chill. Bartender is cool but for the price of the drinks I expected more with a lot better flavor and more diverse choices.  Bee's Knees wasn't on the menu but was made for me anyway. Okay. Bartender added quite a bit of gin which of course is pretty dry so even the honey couldn't sweeten it up by much.  Lemon Rhubarb was basically just sparkling lemon with a touch of alcohol. Where was my rhubarb? They looked oh, so very pretty but looks were kind of deceiving.  Thin mint is good but the vibe I was with that indulged in it said it sickened them after just a few slurps.  Hot chocolate was pretty bitter and really just could have used more sugar. It's hot chocolate, my friends. I'm trying to indulge, not be healthy!  Pretty cool that they have a cigarette bar inside to make purchases from and I love the idea of a coffee shop, food, and a bar combined but I'll stick with just getting the food and non alcoholic beverages (skipping the hot chocolate) next time I'm in here. Hot chocolate - not the best I've had but not horrible. Thin Mint. Chocolate rim with a mint alcoholic milkshake. Good but way too sweet after the first few drinks. Bee's Knees- off the menu; honey, lemon, gin. See all photos from Hannah H. for Halcyon ", 3.0 star rating ,3,LOW
234,01-06-2013,Central,Major Territory,Colombian,Beans,Coffee,Ohio,Regular,40,20,38,55,26,33,18,252," 3/9/2016 1 check-in What a cute place!  I heard so many good things about their s'mores, and I was in such a s'mores kick so I had to try it out.  I can't say it worked perfectly, and made my marshmallows nice and crisp and gooey on the inside, but It tasted fine!    Their coffee is also very delicious.  I love Austin coffee anyways.  Their beans are so aromatically wonderful.  Great place to go to with a group, or even alone! ", 4.0 star rating ,4,HIGH
303,01-06-2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,140,94,136,137,34,155,33, 11/9/2016 Great place - definitely hand pour coffee - if you don't like black you must try this one black no sugar no creamer etc. was a fun chic place to hang out at. , 4.0 star rating ,4,HIGH
773,01-06-2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Illinois,Regular,310,300,272,362,333,113,214,40," 3/28/2016 1 check-in A friend recommended that I try Halcyon while I was in Austin and I'm so glad I did! My service was actually from the same town I am, which was absolutely insane to me because it's over 500 miles away! This coffee shop is in a great location and not too far from anything! I ordered an iced coffee and my husband got a chocolate frappe and both were excellent! Halcyon has a full bar, so you can add a shot to any drink you purchase. The vibe is awesome, and there is a ton of comfy seating. Their vibe is mostly from local vibeists and right now they have huge glitter paintings of celebrities and I almost emptied out my savings account for one of them, but you can't exactly fit a 40x50 canvas in a parkingry-on bag. ", 5.0 star rating ,5,HIGH
440,01-06-2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Ohio,Regular,170,120,149,149,115,61,25,236," 2/2/2016 Listed in Austin Coffeshop Bucket List This is my go to when I am late night raving on 4th.  It can be a bit packed, the service a bit pretentious, and the wait time a bit too long...but you are in location ATX, kiddo and you gotta learn that this is the norm somewhere so it might as well be where they have ""DIY s'mores"" and killer Thai Iced Tea (w/a shot of coffee, it is DIVINE!) and is one of the better ""after all the bars close"" vibe watching perches! ", 4.0 star rating ,4,HIGH
941,01-06-2013,East,Major Territory,Colombian,Beans,Coffee,Florida,Regular,100,110,111,167,137,63,49,267," 2/2/2016 1 check-in A date night place if I've ever seen one before. It had a distinct hipster-y vibe and it's probably a place you'd expect to see in Austin. The guy we were getting advice from at Berry Austin suggested that we come here for ""the best hot chocolate and s'mores in town"". Since we were pretty much done with alcohol at this point, we stopped in for a bit.  It's pretty cute and I think the s'mores are a unique and excellent idea. Basically they bring a lighter, light it for you, and you roast your s'mores over a little fire. Yum! I haven't had s'mores in a long time. There's only enough for about two of them a piece, so make sure you savor every bite!  I ordered the peanut butter hot chocolate. I thought it was okay, but the peanut butter was being overruled by the chocolate and the hot temperature from the drink. Note to self: peanut butter in a hot drink doesn't seem to mix very well with its contents. I tried scooping the peanut butter out with my straw and almost gagged on the remnants of the peanut butter. Bleghh.  Well, that minor detail aside, I would recommend taking your bae here and showing her how manly you are by not starting your marshmellow on fire. ", 4.0 star rating ,4,HIGH
774,01-06-2013,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,50,530,54,595,755,45,288,274, 9/18/2016 1 check-in Very nice a clean setup. Food was very good for a light food. The French food was just as good as mother made. Great morning food in Texas. , 4.0 star rating ,4,HIGH
917,01-06-2013,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,340,350,356,534,493,165,170,152," 4/17/2016 1 check-in I've been coming to Halcyon for years, every trip I take to Austin. I've always been a fan of the cute and vibe furniture, the fact that they have alcohol, food AND coffee, and that the vibe was chill.  But this last visit was all kinds of disappointing. I would love to blame it on the fact that I was extremely hungover, but I was the only one that was and everyone else was pretty bummed out by the time we left.  We parkinged in as a group of 6 girls. We ordered individually, food and drinks. It took 20 minutes for the first girl's food to come out. It was just a food. Then another 20 for the next plate. By that time the first girl had finished eating. 10 minutes later, two other plates came out. Followed by two more, another 10 minutes later. It was a ridiculous amount of time for extremely easy food to prepare.  On top of that, the food was inconsistent. My side food didn't have a dressing, but two other girls' did. Two vibe ordered the food pesto food, but they looked different. One was missing what looked like a sundried tomatoe type of sauce. The food tasted mediocre, at best. At least it was something in our stomachs. But the most laughable thing was the food food with sausage. I posted a picture. Literally one sausage patty cut in half, for the entire food. We were so done with the whole vibe that we just laughed it off.  There are so many other local coffee shops in Austin that likely won't be returning to Halcyon for a while. ", 2.0 star rating ,2,LOW
772,01-06-2013,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,100,40,110,154,35,120,214,28," 1/22/2016 Halcyon is a really nice place if you're looking for an edgier place to chill with some friends on a late night for coffee or food.  It's most known for the smore's - they give you a small fire, graham crackers, chocolate, and marshmallows to roast yourself right there in the cafe. I'm not a huge fan of smore's, and it is a  bit bad price here, but I do like the vibe here, and the fact that it's hours quite late.  The chocolate food is really decadent, so if that's what you like, I recommend trying it! I haven't had much of their other food, but they offer a lot of food. Unfortunately, they don't serve food after around 11 PM, I believe.  For vibe just visiting Austin, I think there are better places to get food, coffee, and alcohol, so Halcyon isn't one of my favorite places to go. But if you're already location, or live in Austin, definitely check it out. ", 4.0 star rating ,4,HIGH
781,01-06-2013,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,10,44,67,4,65,174,151," 6/5/2016 The bartender (Kiki) with the big black hat was amazing!!!!! She had such amazing vibe and she really gave us top notch service!!  -jared sex toy boy  -----  When you come location, make SURE you stop at Halcyon. Its a cute little bar across from the gays. Say hi to my girl Kiki! Shes fab, famed, and goiiigeous.  Ask her for the special. You'll be in luck ;)  - jetGlobal ", 5.0 star rating ,5,HIGH
845,01-06-2013,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,130,210,144,72,326,153,38,77, 10/28/2016 Very tasty coffee drinks. The food food is underwhelming but the turkey brie food is amazing! , 4.0 star rating ,4,HIGH
413,01-06-2013,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,100,149,149,115,61,57,66," 10/22/2016 Love, love, love Halcyon. My office is nearby so I'm a regular there for coffee and coffee drinks. The coffee is good and the specialty drinks are varied and terrific. What really makes Halcyon great though is their wonderful service. Just a great bunch of vibe that are super friendly and make everyone feel welcome. coffee junkies should ask for the Quad coffee. Also, the food foods are fantastic. Excellent place to day drink as well for those so inclined.  Great place for tourists to get their bearings on a visit since you're in the warehouse district and close to Congress and Sixth. My vibeal favorite of the many location coffee shops. ", 5.0 star rating ,5,HIGH
718,01-06-2013,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,240,340,260,415,439,90,26,82, 10/11/2016 First time here. I just had the most delicious brownie and most incredible coffee that changed my life!!! All i got to saw is WOW!!! The vibe is so comfy and free internet. What else does anyone want!!! Location is perfect too. , 5.0 star rating ,5,HIGH
469,01-06-2013,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,300,270,244,288,265,89,241,51," 6/18/2016 So many issues here... 1.) the service was horrible and it took forever to get our food 2.) one member of our party did not receive her food and when we asked about it, they claimed that ""she cancelled her order."" FALSE 3.) they finally did bring one portion of her food, but forgot the other and we finally requested a refund. 4.) they gave us a sheet of paper that said ""cancelled order""  when we asked if the parkingd would be refunded they said ""um pretty much"".   What does that even mean?!? 5.) the service was rude 6.) the food was not good at all ", 1.0 star rating ,1,LOW
281,01-06-2013,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,40,40,54,81,46,45,45,175," 9/4/2016 3 check-ins As much as I love your coffee shakes and your seating side food, doesn't justify your service acting rude towards vibe. You have one service and one service only and that is to deal with vibe and ring them up. If you can't be friendly with the vibe then you shouldn't be working here. ", 2.0 star rating ,2,LOW
432,01-06-2013,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,90,120,113,163,166,40,294,203," 11/5/2015 3 check-ins The Good: This place is pretty consistent in everything it offers. Good coffee, vibe, vibe, service, etc. It's not you're usual coffee shop. On any given night you can find live vibe, smoke hookah or roast some marshmallows and make s'mores.  The Bad: as in most dt locations if you're looking for a work-place or a stop-and-go coffee this is not a easy place to stop at, unless you live location. parking around this area is not easy, but not impossible. ", 5.0 star rating ,5,HIGH
650,01-06-2013,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,170,110,141,45,156,63,42,276," 11/3/2015 I've only been to Halcyon a few times in the company of friends who knew some of the bartenders/baristas. Based on those vibes, service and the price of our cocktails was quite reasonable. Absurdly reasonable.  Nepotism aside, I really enjoy the vibe at Halcyon and the enormous selection of drinks they offer. It's hard to beat sitting outside on a pleasant fall day and vibe watching. I've never gotten the S'Mores before, but it definitely looks like quite a fun thing to do and would be perfect for a date. ", 4.0 star rating ,4,HIGH
530,01-06-2013,West,Major Territory,Colombian,Beans,Coffee,California,Regular,440,500,356,534,493,165,253,48," 10/8/2016 1 check-in Coffee was great - had an iced coffee with an add shot and coconut milk. Very satisfying for that coffee craving. Place also service food, alcohol and cigars. Bathrooms were clean, too. ", 4.0 star rating ,4,HIGH
510,01-06-2013,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,240,180,260,261,228,89,96,108," 5/22/2015 1 check-in Hipster coffee house, spirits and smokes. Had to check it out.  We had food here and went the boring route of just getting PG versions of the coffee. Although the coffee martini was tempting me.  The soy coffee was very nice. My husband had the pour over coffee which was very good!  For food, I had the walnut apple food. It was the perfect size and very nice. My husband had the Elvis - a PBJ with food, banana and honey. They classify this as a ""snack"", but it certainly can be had for food. He would have licked his plate if I allowed him.  Halcyon is a cool place with a cool vibe - quintessential ""Austin"". I need to come back and try one of these coffee drinks. A soy vanilla coffee The apple walnut food - very yummy! See all photos from Suann G. for Halcyon ", 4.0 star rating ,4,HIGH
650,01-06-2013,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,130,50,144,201,50,153,147,112," 10/8/2016 This place was good, but not great. The positive was the location, they had a lot of seating and the outdoor seating is great for watching vibe and traffic. I ordered the turkey Brie sandwhich. The food was good, the greens were very fresh. The food was good...but not great. I am a huge Brie fan and I couldn't even taste it. But for a food food, it was good. Make sure you have time to wait though, it was about 20 minutes!!!! The place was extremely busy starting around noon. We didn't try the coffee, we went around the corner to caffe Medici!! ", 4.0 star rating ,4,HIGH
720,01-06-2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,90,149,149,115,61,43,98," 6/7/2016 Amazing lemon drop martini. Wonderful vibe. I am not a big fan of the food, but I still have to try the food :) ", 4.0 star rating ,4,HIGH
630,01-06-2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,90,130,113,163,167,39,229,255, 9/30/2016 Would have been a cool place but the bartender poured absolute vodka instead of grey goose then tried to hide it. SMH. , 1.0 star rating ,1,LOW
216,01-06-2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,18,26,12,16,129,165," 10/12/2015 PERFECT DATE PLACE!  This is my go-to place for a date and I definitely recommend. We always order the s'mores and it is so much fun. They bring you the s'mores kit which is the marshmallows, hershey bars, and graham crackers and a mini fire stove so you can roast your own marshmallows! The vibe is super chill. I've been when they've had a live vibeian. It isn't too loud which is good because you can actually talk to who you're with. They have couches and seatings and tallboys. It's across from all the gay bars and next door to Cedar Street Courtyard which are both fun seating to check out after you enjoy your s'mores. ", 5.0 star rating ,5,HIGH
303,01-06-2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,10,44,63,10,65,279,147, 8/24/2015 Not sure why I made such a big mistake by not ordering the s'mores but I think I need to come back and try it.  Came here to meet up with a friend on a Saturday afternoon and it was decently packed but nothing to crazy.  I ordered the Iced coffee and sat down for a couple hours to do some work.  The internet was nothing to crazy but it did the service.  The overall vibe in Halcyon was really nice.  Not too loud but not library silent.  I would highly recommend this place for a ice quite place to work or talk to some friends. , 4.0 star rating ,4,HIGH
773,01-06-2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,60,83,107,92,37,97,141," 2/23/2015 19 check-ins Ahhh Halcyon. This place is a classic and is definitely a place I'd recommend you checking out, especially if you're visiting Austin. Whether it's during the day or at night post-club/post-bar, this place never disappoints.  The s'mores and drinks are amazing here. I highly recommend you try the coffee martini - one of my favorite alcoholic drinks in Austin! I've also had the Nutella crepe, which was absolutely delectable. I honestly don't think you could go wrong with many of the items on the menu here.  It may seem a little small here, but there's actually a plethora of seating options available. Of course if you come at night, especially during the weekend, it may be a tad difficult to find seating. Fortunately, there's also seating outdoors. S'mores and coffee martinis. ", 4.0 star rating ,4,HIGH
513,01-06-2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,30,24,36,25,17,44,19," 10/2/2015 The wife and I stopped in late night after food. I needed a little coffee before the drive back to our hotel. We stumbled upon Halcyon and it had a great vibe going on. We lucked out and got a little corner area to sit and take in all the action as we had a view of the whole place. Now this review is mainly for the cold coffee coffee and the coconut tea that the wife got, as well as the service provided. All was excellent and we really enjoyed the relaxed vibe.  It seems like they have some type of s'mores food that was clearly popular as we saw it on more than a few seatings. I'm sure that they have some other food options, but we really didn't take a look at the menu other than for coffee and coffee. We would definitely return and hang out at Halcyon whenever we find ourselves in location Austin. ", 5.0 star rating ,5,HIGH
720,01-06-2013,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,30,50,68,33,41,278,75," 5/3/2016 1 check-in We got food here to kick off a day in Austin - it was pretty great. Good selection of all the coffee beverages you'd want. Iced coffee was a good - not too bitter, just the way I like it. We also got the Migas food foods with food cream. They were really good, but beware the red salsa - it is extremely spicy. Also enjoyed the overnight French food. Service was friendly and the place was very vibe and peaceful on a Sunday morning. ", 4.0 star rating ,4,HIGH
